"station","year","month","day","daily_rainfall_total_mm","highest_30_min_rainfall_mm","highest_60_min_rainfall_mm","highest_120_min_rainfall_mm","mean_temperature_c","maximum_temperature_c","minimum_temperature_c","mean_wind_speed_km_h","max_wind_speed_km_h","mean_temperature_a_c","maximum_temperature_a_c","minimum_temperature_a_c"
"Marina Barrage","2024","10","14","111","39.2","55.6","60.6","-","-","-","5.1","39.6",NA,NA,NA
"Marina Barrage","2024","10","15","-","-","-","-","-","-","-","-","-",NA,NA,NA
"Marina Barrage","2024","10","16","-","-","-","-","-","-","-","-","-",NA,NA,NA
"Marina Barrage","2024","10","17","4","-","-","-","-","-","-","3.9","42.8",NA,NA,NA
"Marina Barrage","2024","10","18","2.4","2.4","2.4","2.4","-","-","-","5","24.8",NA,NA,NA
"Marina Barrage","2024","10","19","0","0","0","0","-","-","-","4.2","30.2",NA,NA,NA
"Marina Barrage","2024","10","20","17.2","8","10.8","13.4","-","-","-","4.7","41.9",NA,NA,NA
"Marina Barrage","2024","10","21","0","0","0","0","-","-","-","5","24.4",NA,NA,NA
"Marina Barrage","2024","10","22","0","0","0","0","-","-","-","6","25.9",NA,NA,NA
"Marina Barrage","2024","10","23","5","5","5","5","-","-","-","6","26.3",NA,NA,NA
"Marina Barrage","2024","10","24","0","0","0","0","-","-","-","4.1","23.3",NA,NA,NA
"Marina Barrage","2024","10","25","4.6","4.6","4.6","4.6","-","-","-","7","33.5",NA,NA,NA
"Marina Barrage","2024","10","26","0","0","0","0","-","-","-","8.1","26.7",NA,NA,NA
"Marina Barrage","2024","10","27","0","0","0","0","-","-","-","8.3","29.4",NA,NA,NA
"Marina Barrage","2024","10","28","0","0","0","0","-","-","-","7.4","27",NA,NA,NA
"Marina Barrage","2024","10","29","0","0","0","0","-","-","-","-","-",NA,NA,NA
"Marina Barrage","2024","10","30","0","0","0","0","-","-","-","6.5","25.9",NA,NA,NA
"Marina Barrage","2024","10","31","4.2","4","4.2","4.2","-","-","-","6.1","29.1",NA,NA,NA
"Marina Barrage","2024","11","1","1.2","1","1","1.2","-","-","-","6.6","35.2",NA,NA,NA
"Marina Barrage","2024","11","2","1.6","0.6","0.8","1","-","-","-","5.2","37.8",NA,NA,NA
"Marina Barrage","2024","11","3","5.2","5","5","5","-","-","-","5","38.5",NA,NA,NA
"Marina Barrage","2024","11","4","3.8","2.2","2.8","3.4","-","-","-","5.2","33.2",NA,NA,NA
"Marina Barrage","2024","11","5","0","0","0","0","-","-","-","4.7","29.8",NA,NA,NA
"Marina Barrage","2024","11","6","3.2","2.4","3","3.2","-","-","-","6.6","34.3",NA,NA,NA
"Marina Barrage","2024","11","7","0","0","0","0","-","-","-","6.8","29.4",NA,NA,NA
"Marina Barrage","2024","11","8","17","10","11.6","13.4","-","-","-","5.9","36.3",NA,NA,NA
"Marina Barrage","2024","11","9","0.8","0.8","0.8","0.8","-","-","-","3.6","34.6",NA,NA,NA
"Marina Barrage","2024","11","10","33.2","25.4","31","32.6","-","-","-","7.2","65.2",NA,NA,NA
"Marina Barrage","2024","11","11","0","0.2","0.2","0.4","-","-","-","4.2","32.4",NA,NA,NA
"Marina Barrage","2024","11","12","1","1","1","1","-","-","-","6.4","28.5",NA,NA,NA
"Marina Barrage","2024","11","13","14.6","8.2","10.8","14.4","-","-","-","5.2","32.8",NA,NA,NA
"Marina Barrage","2024","11","14","0","0","0","0","-","-","-","4.3","22.6",NA,NA,NA
"Marina Barrage","2024","11","15","0","0","0","0","-","-","-","5.3","21.7",NA,NA,NA
"Marina Barrage","2024","11","16","9.6","4.8","6.2","9","-","-","-","5.2","23.3",NA,NA,NA
"Marina Barrage","2024","11","17","59.8","47.6","59","59.8","-","-","-","6.5","33.2",NA,NA,NA
"Marina Barrage","2024","11","18","1.4","1","1","1","-","-","-","7.4","33.5",NA,NA,NA
"Marina Barrage","2024","11","19","4.8","2","3.4","4.4","-","-","-","6.1","22.4",NA,NA,NA
"Marina Barrage","2024","11","20","0","0","0","0","-","-","-","8.1","24.8",NA,NA,NA
"Marina Barrage","2024","11","21","0.2","0.2","0.2","0.2","-","-","-","4.7","23.7",NA,NA,NA
"Marina Barrage","2024","11","22","12.4","4.8","7.2","8.4","-","-","-","6.6","28.9",NA,NA,NA
"Marina Barrage","2024","11","23","0.6","0.4","0.6","1.2","-","-","-","6.5","26.7",NA,NA,NA
"Marina Barrage","2024","11","24","13.8","11.8","13.8","13.8","-","-","-","4.8","29.8",NA,NA,NA
"Marina Barrage","2024","11","25","0.2","0.2","0.2","0.2","-","-","-","4.3","21.7",NA,NA,NA
"Marina Barrage","2024","11","26","19.8","9.4","13.2","15.4","-","-","-","5.5","24.1",NA,NA,NA
"Marina Barrage","2024","11","27","7.8","2","3","5","-","-","-","6.4","30.9",NA,NA,NA
"Marina Barrage","2024","11","28","5","3","3.2","3.2","-","-","-","4.2","20.6",NA,NA,NA
"Marina Barrage","2024","11","29","26.2","11.2","12.6","14.6","-","-","-","5.2","32.4",NA,NA,NA
"Marina Barrage","2024","11","30","0","0","0","0","-","-","-","6","23",NA,NA,NA
"Marina Barrage","2024","12","1","0","0","0","0","-","-","-","7.8","30.2",NA,NA,NA
"Marina Barrage","2024","12","2","0","0","0","0","-","-","-","6.9","23",NA,NA,NA
"Marina Barrage","2024","12","3","3.2","1.2","1.6","2.2","-","-","-","6","25.2",NA,NA,NA
"Marina Barrage","2024","12","4","0.2","0.2","0.2","0.6","-","-","-","5.3","25.6",NA,NA,NA
"Marina Barrage","2024","12","5","0","0","0","0","-","-","-","7.5","40",NA,NA,NA
"Marina Barrage","2024","12","6","0","0","0","0","-","-","-","7.2","27.4",NA,NA,NA
"Marina Barrage","2024","12","7","0","0","0","0","-","-","-","8.9","36.3",NA,NA,NA
"Marina Barrage","2024","12","8","0","0","0","0","-","-","-","11.7","35.6",NA,NA,NA
"Marina Barrage","2024","12","9","0.6","0.4","0.6","0.6","-","-","-","10.2","38.2",NA,NA,NA
"Marina Barrage","2024","12","10","0","0","0","0","-","-","-","9.7","37.4",NA,NA,NA
"Marina Barrage","2024","12","11","0","0","0","0","-","-","-","6.8","28.9",NA,NA,NA
"Marina Barrage","2024","12","12","4","3.6","3.6","3.6","-","-","-","6.1","37",NA,NA,NA
"Marina Barrage","2024","12","13","34.8","29","32","33.8","-","-","-","6","54.1",NA,NA,NA
"Marina Barrage","2024","12","14","0.2","0.2","0.2","0.2","-","-","-","7.7","27.8",NA,NA,NA
"Marina Barrage","2024","12","15","0","0","0","0","-","-","-","5.7","23.3",NA,NA,NA
"Marina Barrage","2024","12","16","11","6.2","7","10","-","-","-","8.2","33.5",NA,NA,NA
"Marina Barrage","2024","12","17","0.6","0.2","0.4","0.4","-","-","-","10.2","33.5",NA,NA,NA
"Marina Barrage","2024","12","18","0.6","0.6","0.6","0.6","-","-","-","12","38.9",NA,NA,NA
"Marina Barrage","2024","12","19","0","0","0","0","-","-","-","12.7","40",NA,NA,NA
"Marina Barrage","2024","12","20","0.8","0.6","0.6","0.6","-","-","-","13.3","40",NA,NA,NA
"Marina Barrage","2024","12","21","2.4","2","2","2.2","-","-","-","10.7","38.2",NA,NA,NA
"Marina Barrage","2024","12","22","0.6","0.6","0.6","0.6","-","-","-","10.9","33.2",NA,NA,NA
"Marina Barrage","2024","12","23","48.6","18","18.2","21","-","-","-","7.7","30.9",NA,NA,NA
"Marina Barrage","2024","12","24","4.8","3","3.4","4.8","-","-","-","7.1","28.5",NA,NA,NA
"Marina Barrage","2024","12","25","0.6","0.4","0.4","0.6","-","-","-","10.1","28.2",NA,NA,NA
"Marina Barrage","2024","12","26","1","1","1","1","-","-","-","5.9","21.3",NA,NA,NA
"Marina Barrage","2024","12","27","0","0","0","0","-","-","-","6.6","26.7",NA,NA,NA
"Marina Barrage","2024","12","28","0","0","0","0","-","-","-","10.7","32.8",NA,NA,NA
"Marina Barrage","2024","12","29","99.4","36.8","63.6","92.6","-","-","-","8.8","59.1",NA,NA,NA
"Marina Barrage","2024","12","30","11.8","6","9.4","10.2","-","-","-","9.4","44.3",NA,NA,NA
"Marina Barrage","2024","12","31","9","6.2","7.8","8.2","-","-","-","9.1","29.8",NA,NA,NA
"Marina Barrage","2025","1","1","2","1.6","1.8","2","-","-","-","8.4","27",NA,NA,NA
"Marina Barrage","2025","1","2","0","0","0","0","-","-","-","9.6","28.5",NA,NA,NA
"Marina Barrage","2025","1","3","4.6","4.4","4.6","4.6","-","-","-","8.8","32",NA,NA,NA
"Marina Barrage","2025","1","4","0.2","0.2","0.2","0.2","-","-","-","11.3","37.4",NA,NA,NA
"Marina Barrage","2025","1","5","1","1","1","1","-","-","-","12.8","40.4",NA,NA,NA
"Marina Barrage","2025","1","6","0.6","0.6","0.6","0.6","-","-","-","12.4","34.3",NA,NA,NA
"Marina Barrage","2025","1","7","0","0","0","0","-","-","-","11","32.8",NA,NA,NA
"Marina Barrage","2025","1","8","0","0","0","0","-","-","-","12.3","40",NA,NA,NA
"Marina Barrage","2025","1","9","0","0","0","0","-","-","-","15.3","37.8",NA,NA,NA
"Marina Barrage","2025","1","10","102.4","10.2","17","28","-","-","-","9.7","29.4",NA,NA,NA
"Marina Barrage","2025","1","11","82.2","15.6","19.8","23.4","-","-","-","10.2","34.3",NA,NA,NA
"Marina Barrage","2025","1","12","54.8","13.4","15.8","18.4","-","-","-","13.6","48.5",NA,NA,NA
"Marina Barrage","2025","1","13","78","16.4","26.2","44.2","-","-","-","9.3","30.6",NA,NA,NA
"Marina Barrage","2025","1","14","9.2","3","3.6","3.8","-","-","-","10.4","32.4",NA,NA,NA
"Marina Barrage","2025","1","15","13.4","10.4","12.2","13.2","-","-","-","5.6","25.6",NA,NA,NA
"Marina Barrage","2025","1","16","0.2","0.2","0.2","0.2","-","-","-","12.3","41.9",NA,NA,NA
"Marina Barrage","2025","1","17","1.2","0.6","0.6","0.6","-","-","-","15","45",NA,NA,NA
"Marina Barrage","2025","1","18","3.2","2.2","2.6","2.6","-","-","-","14.9","42.4",NA,NA,NA
"Marina Barrage","2025","1","19","11","3.4","5.2","5.2","-","-","-","9.5","33.2",NA,NA,NA
"Marina Barrage","2025","1","20","0","0","0","0","-","-","-","13.4","36.3",NA,NA,NA
"Marina Barrage","2025","1","21","0.8","0.2","0.2","0.4","-","-","-","13.6","39.3",NA,NA,NA
"Marina Barrage","2025","1","22","0.2","0.2","0.2","0.2","-","-","-","9.1","30.2",NA,NA,NA
"Marina Barrage","2025","1","23","1.4","1","1","1","-","-","-","9.3","23.7",NA,NA,NA
"Marina Barrage","2025","1","24","3.8","1","1.4","2.4","-","-","-","6.8","24.8",NA,NA,NA
"Marina Barrage","2025","1","25","0.4","0.4","0.4","0.4","-","-","-","5.7","20.9",NA,NA,NA
"Marina Barrage","2025","1","26","14.8","12.2","12.4","12.8","-","-","-","5.2","25.9",NA,NA,NA
"Marina Barrage","2025","1","27","8.4","1.4","2","3.2","-","-","-","9.3","35.9",NA,NA,NA
"Marina Barrage","2025","1","28","0.8","0.6","0.6","0.6","-","-","-","11.9","45",NA,NA,NA
"Marina Barrage","2025","1","29","0","0","0","0","-","-","-","14.1","44.3",NA,NA,NA
"Marina Barrage","2025","1","30","0","0","0","0","-","-","-","13.1","37.8",NA,NA,NA
"Marina Barrage","2025","1","31","0","0","0","0","-","-","-","15","34.6",NA,NA,NA
"Changi","2014","1","1","0","0","0","0","26.7","29","24.9","10","29.9",NA,NA,NA
"Changi","2014","1","2","0","0","0","0","27.4","30.9","25","11.9","36",NA,NA,NA
"Changi","2014","1","3","0","0","0","0","27.1","30.4","24.9","9.7","33.1",NA,NA,NA
"Changi","2014","1","4","0","0","0","0","27.1","31.1","24.9","6.4","25.9",NA,NA,NA
"Changi","2014","1","5","18.4","8.6","10.8","15.4","24.8","26.4","23.3","6.8","25.6",NA,NA,NA
"Changi","2014","1","6","31.2","10","10.8","11.6","25.3","27.1","23.9","6.1","25.6",NA,NA,NA
"Changi","2014","1","7","0","0","0","0","26.7","30.7","24.3","8.1","33.5",NA,NA,NA
"Changi","2014","1","8","0","0","0","0","27.1","31.8","24.7","9","34.9",NA,NA,NA
"Changi","2014","1","9","2","1.8","2","2","25.9","29.3","24.3","5.1","25.2",NA,NA,NA
"Changi","2014","1","10","0","0","0","0","26.8","30.6","24.2","5.3","19.1",NA,NA,NA
"Changi","2014","1","11","5.6","5.4","5.6","5.6","26.6","31.4","23.7","9.6","34.6",NA,NA,NA
"Changi","2014","1","12","18.2","18.2","18.2","18.2","26.2","28.9","23.8","9.4","34.9",NA,NA,NA
"Changi","2014","1","13","0","0","0","0","26.9","30.3","25.4","14.6","40",NA,NA,NA
"Changi","2014","1","14","0","0","0","0","26.5","29.3","24.5","11.4","37.4",NA,NA,NA
"Changi","2014","1","15","0","0","0","0","26","28.2","24.5","14","35.6",NA,NA,NA
"Changi","2014","1","16","0","0","0","0","26.2","28.5","24.5","14.1","34.2",NA,NA,NA
"Changi","2014","1","17","0","0","0","0","26","29.2","23.7","12.7","37.1",NA,NA,NA
"Changi","2014","1","18","0","0","0","0","26.1","29.3","24.1","14.2","40",NA,NA,NA
"Changi","2014","1","19","0","0","0","0","26","29.2","23.5","11.5","37.1",NA,NA,NA
"Changi","2014","1","20","0","0","0","0","25.7","29.1","23.6","11.7","38.2",NA,NA,NA
"Changi","2014","1","21","0","0","0","0","25.6","29.4","23.4","11.8","40.7",NA,NA,NA
"Changi","2014","1","22","0","0","0","0","25.5","28.4","23.2","10.8","34.9",NA,NA,NA
"Changi","2014","1","23","0","0","0","0","25.9","29.2","23.9","13.4","41.4",NA,NA,NA
"Changi","2014","1","24","0","0","0","0","25.8","28.5","24","13.5","36",NA,NA,NA
"Changi","2014","1","25","0","0","0","0","25.8","29.3","23.9","12.4","31.3",NA,NA,NA
"Changi","2014","1","26","0","0","0","0","25.6","29.4","22.7","12.4","32.4",NA,NA,NA
"Changi","2014","1","27","0","0","0","0","25.9","29.8","23.8","14.5","37.1",NA,NA,NA
"Changi","2014","1","28","0","0","0","0","26.5","30.1","24.4","15.4","39.6",NA,NA,NA
"Changi","2014","1","29","0","0","0","0","26.5","30.5","23.9","15.3","42.8",NA,NA,NA
"Changi","2014","1","30","0","0","0","0","25.8","30.6","22.4","12.2","38.9",NA,NA,NA
"Changi","2014","1","31","0","0","0","0","26.3","30.6","23.8","15.1","37.8",NA,NA,NA
"Changi","2014","2","1","0","0","0","0","25.9","31.6","22.4","11.8","36.7",NA,NA,NA
"Changi","2014","2","2","0","0","0","0","25.5","30.2","22.7","11.4","35.6",NA,NA,NA
"Changi","2014","2","3","0","0","0","0","26.1","31.2","22.9","11.3","32",NA,NA,NA
"Changi","2014","2","4","0","0","0","0","26.5","31.3","23.4","12.1","33.8",NA,NA,NA
"Changi","2014","2","5","0","0","0","0","26.2","30.7","23.2","13.1","34.2",NA,NA,NA
"Changi","2014","2","6","0","0","0","0","26.4","31.3","23.1","11.8","33.8",NA,NA,NA
"Changi","2014","2","7","0","0","0","0","26.5","31.6","23.9","11.6","28.1",NA,NA,NA
"Changi","2014","2","8","0.2","0.2","0.2","0.2","26.9","31.6","24","11.6","28.4",NA,NA,NA
"Changi","2014","2","9","0","0","0","0","27.5","32.7","24.7","10.3","24.8",NA,NA,NA
"Changi","2014","2","10","0","0","0","0","27.7","33.8","24.8","10.6","27",NA,NA,NA
"Changi","2014","2","11","0","0","0","0","27.6","32.4","25","13.2","32.8",NA,NA,NA
"Changi","2014","2","12","0","0","0","0","27.6","32.1","24.9","14.5","37.8",NA,NA,NA
"Changi","2014","2","13","0","0","0","0","27.9","32.7","25.4","14.4","41",NA,NA,NA
"Changi","2014","2","14","0","0","0","0","27.6","31.9","25.5","13.7","38.2",NA,NA,NA
"Changi","2014","2","15","0","0","0","0","27.8","31.9","25.4","15.9","39.6",NA,NA,NA
"Changi","2014","2","16","0","0","0","0","27.8","32.1","25.3","15.3","40.3",NA,NA,NA
"Changi","2014","2","17","0","0","0","0","27.8","31.7","25.6","15.5","33.5",NA,NA,NA
"Changi","2014","2","18","0","0","0","0","27.7","32.6","25.2","14.1","34.9",NA,NA,NA
"Changi","2014","2","19","0","0","0","0","27.6","32.2","24.9","12.2","33.1",NA,NA,NA
"Changi","2014","2","20","0","0","0","0","27.7","32.2","24.9","16.3","37.8",NA,NA,NA
"Changi","2014","2","21","0","0","0","0","27.7","31.7","25.8","18.3","42.8",NA,NA,NA
"Changi","2014","2","22","0","0","0","0","28","32.3","25.5","16.6","39.2",NA,NA,NA
"Changi","2014","2","23","0","0","0","0","27.4","32.1","24.4","13.5","41.4",NA,NA,NA
"Changi","2014","2","24","0","0","0","0","27.2","31.5","24.6","15.7","40",NA,NA,NA
"Changi","2014","2","25","0","0","0","0","27","31.8","24","13.8","40",NA,NA,NA
"Changi","2014","2","26","0","0","0","0","27.3","32","24.4","15","40.7",NA,NA,NA
"Changi","2014","2","27","0","0","0","0","27.8","32.4","24.9","15.7","41.4",NA,NA,NA
"Changi","2014","2","28","0","0","0","0","27.6","32.1","25","15.2","41.4",NA,NA,NA
"Changi","2014","3","1","0","0","0","0","27.7","32.7","25.1","14.8","38.9",NA,NA,NA
"Changi","2014","3","2","0","0","0","0","28","33.8","24.8","12.6","36",NA,NA,NA
"Changi","2014","3","3","0","0","0","0","27.6","32.9","24.7","12","36",NA,NA,NA
"Changi","2014","3","4","0","0","0","0","27.8","32.9","25","13.5","36.4",NA,NA,NA
"Changi","2014","3","5","0","0","0","0","27.6","33.5","24.1","12.9","39.2",NA,NA,NA
"Changi","2014","3","6","0","0","0","0","27.5","33","23.8","11.8","38.2",NA,NA,NA
"Changi","2014","3","7","0","0","0","0","27.6","32.6","24.2","11.2","32.4",NA,NA,NA
"Changi","2014","3","8","0","0","0","0","27.9","32.8","24.8","13","36.4",NA,NA,NA
"Changi","2014","3","9","0","0","0","0","27.6","32","24.2","14.5","42.1",NA,NA,NA
"Changi","2014","3","10","0","0","0","0","27.8","32.3","24.9","15.7","41.4",NA,NA,NA
"Changi","2014","3","11","0","0","0","0","28.2","33.6","25","14.4","35.3",NA,NA,NA
"Changi","2014","3","12","0","0","0","0","28.3","33.4","25.6","16","37.4",NA,NA,NA
"Changi","2014","3","13","0","0","0","0","28.3","33.8","24.7","13.5","38.9",NA,NA,NA
"Changi","2014","3","14","0","0","0","0","28.6","34.1","25.2","13","41",NA,NA,NA
"Changi","2014","3","15","0","0","0","0","28.6","32.7","25.9","12.4","35.3",NA,NA,NA
"Changi","2014","3","16","52.6","20.4","26.2","37.8","26","28.2","23.6","6.6","40.7",NA,NA,NA
"Changi","2014","3","17","5.4","3.6","4.2","5.2","26.3","30.7","24.3","8.9","36",NA,NA,NA
"Changi","2014","3","18","0.4","0.4","0.4","0.4","27.5","32.7","24.9","8.9","33.1",NA,NA,NA
"Changi","2014","3","19","0","0","0","0","27.5","32.5","25.4","7.6","29.9",NA,NA,NA
"Changi","2014","3","20","2","2","2","2","27.6","33.6","25.9","7","28.4",NA,NA,NA
"Changi","2014","3","21","5.2","2.8","4.4","4.4","27.7","33.1","25.3","8","24.1",NA,NA,NA
"Changi","2014","3","22","0","0","0","0","27.5","31","25","11.7","31.7",NA,NA,NA
"Changi","2014","3","23","0","0","0","0","27.9","32.8","24.2","11.1","32",NA,NA,NA
"Changi","2014","3","24","0","0","0","0","28.1","33","24.7","11.5","32.8",NA,NA,NA
"Changi","2014","3","25","0","0","0","0","28.5","33.2","25.2","13","37.1",NA,NA,NA
"Changi","2014","3","26","0","0","0","0","28.7","34","25.7","11.5","36.7",NA,NA,NA
"Changi","2014","3","27","0","0","0","0","29.1","34.4","25.8","10.9","30.6",NA,NA,NA
"Changi","2014","3","28","0","0","0","0","28.6","32.7","26.2","10.8","34.9",NA,NA,NA
"Changi","2014","3","29","0.4","0.4","0.4","0.4","28.6","33.3","26.5","8.3","34.2",NA,NA,NA
"Changi","2014","3","30","0","0","0","0","28.4","32.3","25.8","9.1","32.4",NA,NA,NA
"Changi","2014","3","31","0","0","0","0","28.8","33","26.6","10.5","36.4",NA,NA,NA
"Changi","2014","4","1","2","2","2","2","28.4","32.4","26.5","7.5","25.9",NA,NA,NA
"Changi","2014","4","2","0","0","0","0","28.8","32.6","26.3","8.6","33.1",NA,NA,NA
"Changi","2014","4","3","0","0","0","0","29.3","34.2","27.1","11","43.2",NA,NA,NA
"Changi","2014","4","4","0","0","0","0","28.6","32.4","26.6","7.4","33.1",NA,NA,NA
"Changi","2014","4","5","23.4","15.2","17.2","17.4","26.4","28","22.8","5.4","28.1",NA,NA,NA
"Changi","2014","4","6","0.2","0.2","0.2","0.2","28","32.5","24.6","10.4","34.6",NA,NA,NA
"Changi","2014","4","7","10","9.8","10","10","28.6","34.5","25","7.6","43.2",NA,NA,NA
"Changi","2014","4","8","6.6","4.2","4.8","6.2","27.6","32.8","25.4","6.9","27.7",NA,NA,NA
"Changi","2014","4","9","1.8","1.4","1.8","1.8","27.6","34","24.5","7.2","37.1",NA,NA,NA
"Changi","2014","4","10","0","0","0","0","28","31.8","25.8","6.2","29.2",NA,NA,NA
"Changi","2014","4","11","2.8","1.4","2.6","2.8","27.5","33","25.3","6.1","34.6",NA,NA,NA
"Changi","2014","4","12","8","1.4","2.8","5","26.8","30.2","23.9","5","24.1",NA,NA,NA
"Changi","2014","4","13","0","0","0","0","28.5","33.5","25.6","8.3","30.6",NA,NA,NA
"Changi","2014","4","14","0","0","0","0","28.4","32.6","25.8","7.7","30.2",NA,NA,NA
"Changi","2014","4","15","0","0","0","0","28.5","33.4","25.7","7.9","33.1",NA,NA,NA
"Changi","2014","4","16","0.2","0.2","0.2","0.2","28.7","33","26","6.1","23.4",NA,NA,NA
"Changi","2014","4","17","28.8","21.2","26.4","28.8","28.4","31.6","23.5","6.9","25.6",NA,NA,NA
"Changi","2014","4","18","0","0","0","0","28.2","30.9","26.5","6.4","29.2",NA,NA,NA
"Changi","2014","4","19","0","0","0","0","28.9","32.1","26","8.1","28.8",NA,NA,NA
"Changi","2014","4","20","0.2","0.2","0.2","0.2","28.2","31.7","26.4","7.4","32",NA,NA,NA
"Changi","2014","4","21","5.2","2","3.2","5","26.6","29.6","24.7","5.3","39.6",NA,NA,NA
"Changi","2014","4","22","0","0","0","0","27.9","33.7","25.1","6.8","40.3",NA,NA,NA
"Changi","2014","4","23","0","0","0","0","28.6","33","25.6","8.8","32.8",NA,NA,NA
"Changi","2014","4","24","2.2","1.6","2.2","2.2","28.7","33.7","25","8.2","27.4",NA,NA,NA
"Changi","2014","4","25","0","0","0","0","28.8","34.4","25.4","7.5","33.8",NA,NA,NA
"Changi","2014","4","26","0","0","0","0","29.1","33.6","26.9","6.6","28.4",NA,NA,NA
"Changi","2014","4","27","0.2","0.2","0.2","0.2","28.7","31.7","24.9","6","30.2",NA,NA,NA
"Changi","2014","4","28","0.2","0.2","0.2","0.2","28.6","32.8","26.3","5.9","25.2",NA,NA,NA
"Changi","2014","4","29","4.8","3","3","3","28.3","31.6","26.3","5.1","35.3",NA,NA,NA
"Changi","2014","4","30","13.4","8.2","10.2","13.4","28.2","31.8","26","6.6","26.6",NA,NA,NA
"Changi","2014","5","1","0.4","0.2","0.4","0.4","28.4","30.8","24.5","6.2","29.9",NA,NA,NA
"Changi","2014","5","2","0","0","0","0","29.4","32.7","26.8","8","27",NA,NA,NA
"Changi","2014","5","3","0","0","0","0","29.6","33.7","27.4","10.3","29.2",NA,NA,NA
"Changi","2014","5","4","1.4","1.4","1.4","1.4","29.5","33.4","26.6","8","31.7",NA,NA,NA
"Changi","2014","5","5","0","0","0","0","29.4","33.1","26.8","9.5","37.8",NA,NA,NA
"Changi","2014","5","6","0.2","0.2","0.2","0.2","29.8","33.3","27.2","9.7","35.3",NA,NA,NA
"Changi","2014","5","7","18.4","9.4","13.6","14.6","28","33.8","24.3","5.9","32",NA,NA,NA
"Changi","2014","5","8","10.6","10","10.4","10.6","27.4","32.4","25","4.4","30.2",NA,NA,NA
"Changi","2014","5","9","1.4","1.4","1.4","1.4","29","32","26.6","7.2","22",NA,NA,NA
"Changi","2014","5","10","0","0","0","0","29.9","33.3","27.8","8.1","32",NA,NA,NA
"Changi","2014","5","11","0","0","0","0","29","33.6","26.6","6.3","37.8",NA,NA,NA
"Changi","2014","5","12","0.4","0.4","0.4","0.4","28.2","31.6","26.5","5.9","35.3",NA,NA,NA
"Changi","2014","5","13","0","0","0","0","29.2","32.6","26.3","5.9","27",NA,NA,NA
"Changi","2014","5","14","1.6","1.6","1.6","1.6","28.4","31","26.4","6.8","31.3",NA,NA,NA
"Changi","2014","5","15","12.2","11","12.2","12.2","29.5","33.1","26.8","6.6","25.2",NA,NA,NA
"Changi","2014","5","16","20.2","18.2","20.2","20.2","28.6","31.5","23","6.4","42.5",NA,NA,NA
"Changi","2014","5","17","0","0","0","0","28.6","30.8","27.1","5.6","29.5",NA,NA,NA
"Changi","2014","5","18","22.2","9.4","13.4","16.4","26.7","29.2","23.7","4.5","28.4",NA,NA,NA
"Changi","2014","5","19","7.2","3.8","5","5.2","27.2","30","23.2","6.9","30.6",NA,NA,NA
"Changi","2014","5","20","3.4","1.6","2.8","3.4","27.5","32.4","23.6","6.1","29.5",NA,NA,NA
"Changi","2014","5","21","0","0","0","0","27.7","32.4","26","5.4","26.6",NA,NA,NA
"Changi","2014","5","22","2","0","0","0","28.7","32.1","26","8.2","30.6",NA,NA,NA
"Changi","2014","5","23","3","1.8","2.8","3","27.1","30.7","24.8","5.3","27",NA,NA,NA
"Changi","2014","5","24","0","0","0","0","28.4","32.6","25","9.8","34.6",NA,NA,NA
"Changi","2014","5","25","0","0","0","0","29.3","32.6","26.4","8.4","30.6",NA,NA,NA
"Changi","2014","5","26","0","0","0","0","28.8","32.4","26.8","6.9","34.2",NA,NA,NA
"Changi","2014","5","27","0.8","0.8","0.8","0.8","28","30.7","25.7","6.5","29.9",NA,NA,NA
"Changi","2014","5","28","2.6","1.6","1.8","2.2","28.8","32.6","26","7.3","27",NA,NA,NA
"Changi","2014","5","29","17.8","7.8","10.4","13","28.5","32.7","25","5.4","31",NA,NA,NA
"Changi","2014","5","30","0","0","0","0","27.9","31.5","26","5.9","33.8",NA,NA,NA
"Changi","2014","5","31","0","0","0","0","29","31.5","26.5","7.4","39.2",NA,NA,NA
"Changi","2014","6","1","18","17.2","17.2","17.2","28.1","31.9","24.2","7.9","42.1",NA,NA,NA
"Changi","2014","6","2","0","0","0","0","28.7","31.2","26.6","6","24.5",NA,NA,NA
"Changi","2014","6","3","0","0","0","0","29.4","32.2","27.6","10.5","27.7",NA,NA,NA
"Changi","2014","6","4","6.6","2.8","3","3.2","27.7","28.7","25.6","6.6","30.2",NA,NA,NA
"Changi","2014","6","5","8.8","3.2","3.4","4.2","27","30.5","25.3","6.3","32",NA,NA,NA
"Changi","2014","6","6","4.2","1.6","2","3.6","27.4","31.2","25.6","6.9","39.6",NA,NA,NA
"Changi","2014","6","7","0","0","0","0","29","32.2","26.2","12.1","36.4",NA,NA,NA
"Changi","2014","6","8","0","0","0","0","29.7","32.6","27.5","9.7","32.4",NA,NA,NA
"Changi","2014","6","9","0","0","0","0","29.4","32.7","27.7","7","36.4",NA,NA,NA
"Changi","2014","6","10","1.6","1","1.4","1.6","29.2","33","26.1","6.3","27.4",NA,NA,NA
"Changi","2014","6","11","0","0","0","0","29.9","32.9","27.2","7.6","28.8",NA,NA,NA
"Changi","2014","6","12","4.4","3.8","4","4.2","29.2","32.5","23","9.1","60.5",NA,NA,NA
"Changi","2014","6","13","0","0","0","0","29.7","32.8","27.4","8.2","31.7",NA,NA,NA
"Changi","2014","6","14","18.8","16.4","18.4","18.6","27.6","30.3","23","5.8","46.4",NA,NA,NA
